시도교육청코드,시도교육청명,행정표준코드,학교명,영문학교명,학교종류명,시도명,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명,산업체특별학급존재여부,고등학교일반전문구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자,개교기념일,수정일자
B10,서울특별시교육청,7010272,경기상업고등학교,Gyeonggi Commercial High School,고등학교,서울특별시,서울특별시교육청,공립,03047 ,서울특별시 종로구 자하문로 136,(청운동),02-737-6490,http://ggc.sen.hs.kr,남여공학,02-722-0504,특성화고,N,전문계, ,전기,주간,19230206,19230514,20230615
B10,서울특별시교육청,7010060,경기여자고등학교,Kyunggi Girls’High School,고등학교,서울특별시,서울특별시교육청,공립,06324 ,서울특별시 강남구 삼성로 29,/ 경기여자고등학교 (개포동),02-573-6797,http://www.kgg.hs.kr,여,02-575-1157,일반고,N,일반계, ,후기,주간,19080401,19080401,20230615
B10,서울특별시교육청,7010061,경동고등학교,Kyungdong High School,고등학교,서울특별시,서울특별시교육청,공립,02870 ,서울특별시 성북구 보문로29길 49,(삼선동3가/ 경동고등학교),02-928-2353,www.kyungdong.hs.kr,남,02-926-7525,자율고,N,일반계, ,후기,주간,19400416,19400416,20230615
B10,서울특별시교육청,7010120,경문고등학교,Kyungmoon High School,고등학교,서울특별시,서울특별시교육청,사립,06995 ,서울특별시 동작구 동작대로 171,/ 경문고등학교 (동작동),02-535-1301,http://kyungmoon.sen.hs.kr,남,02-535-1230,일반고,N,일반계, ,전기,주간,19800124,19800507,20230615
B10,서울특별시교육청,7010062,경복고등학교,Kyungbock High School,고등학교,서울특별시,서울특별시교육청,공립,03047 ,서울특별시 종로구 자하문로28가길 9,/ 경복고등학교 (청운동/경복고등학교),02-397-5301,http://kyungbock.sen.hs.kr,남,02-736-0422,일반고,N,일반계, ,후기,주간,19210502,19210502,20230615
B10,서울특별시교육청,7010835,경복비즈니스고등학교,Kyungbok Business High School,고등학교,서울특별시,서울특별시교육청,사립,07589 ,서울특별시 강서구 화곡로 379,(등촌동),02-3661-3425,http://kbb.sen.hs.kr,여,02-3661-8372,특성화고,N,전문계, ,전기,주간,19721002,19721002,20230615
B10,서울특별시교육청,7010122,경복여자고등학교,Kyungbok Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,07589 ,서울특별시 강서구 화곡로63길 40,/ 경복여자고등학교 (등촌동),02-3661-1741,http://www.kb.hs.kr,여,02-3661-3795,일반고,N,일반계, ,후기,주간,19931002,19931002,20230615
B10,서울특별시교육청,7010124,경성고등학교,Gyeongseong High School,고등학교,서울특별시,서울특별시교육청,사립,03977 ,서울특별시 마포구 성미산로 111,/ 경성고등학교 (연남동),02-3140-1168,http://www.gyeongseong.hs.kr,남,02-334-7533,일반고,N,일반계, ,후기,주간,19671229,19671023,20230615
B10,서울특별시교육청,7010125,경신고등학교,Kyungshin High School,고등학교,서울특별시,서울특별시교육청,사립,03067 ,서울특별시 종로구 혜화로 74,(혜화동/경신중고등학교),02-762-0393,http://kyungshin.hs.kr,남,02-762-0387,일반고,N,일반계, ,후기,주간,18850509,18850509,20230615
B10,서울특별시교육청,7010563,경인고등학교,Kyeongin High School,고등학교,서울특별시,서울특별시교육청,공립,08275 ,서울특별시 구로구 경인로46길 31,/ 경인고등학교 (고척동),02-2618-3043,http://kyeongin.sen.hs.kr,남여공학,02-2618-3093,일반고,N,일반계, ,후기,주간,20020301,20020516,20230615
B10,서울특별시교육청,7010698,경일고등학교,Kyungil High School,고등학교,서울특별시,서울특별시교육청,공립,04779 ,서울특별시 성동구 성수일로 27,/ 경일고등학교 (성수동1가),02-463-3520,http://kyungil.sen.hs.kr,남여공학,02-463-4072,자율고,N,일반계, ,후기,주간,20040506,20040506,20230615
B10,서울특별시교육청,7010126,경희고등학교,Kyunghee High School,고등학교,서울특별시,서울특별시교육청,사립,02447 ,서울특별시 동대문구 경희대로 26,(회기동/ 경희고등학교),02-966-3782,http://www.kyungheeboy.hs.kr/,남,02-962-3643,자율고,N,일반계, ,전기,주간,19591212,19591212,20230615
B10,서울특별시교육청,7010127,경희여자고등학교,Kyung Hee Girls' High School,고등학교,서울특별시,서울특별시교육청,사립,02447 ,서울특별시 동대문구 경희대로 26,경희여자고등학교,02-966-4560,http://kyunghee.sen.hs.kr,여,02-967-2429,일반고,N,일반계, ,후기,주간,19600209,19600415,20240414
B10,서울특별시교육청,7011312,계성고등학교,Gyeseong High School,고등학교,서울특별시,서울특별시교육청,사립,02720 ,서울특별시 성북구 길음로 63,/ 계성고등학교 (길음동),02-728-6100,gyeseong.sen.hs.kr,남여공학,02-776-7086,일반고,N,일반계, ,후기,주간,19440908,19440908,20230615
B10,서울특별시교육청,7010797,고려대학교사범대학부속고등학교,Korea University High School,고등학교,서울특별시,서울특별시교육청,사립,02708 ,서울특별시 성북구 정릉로 161,/ 고려대학교사범대학부속고등학교 (정릉동),02-914-7483,https://koreahi.sen.hs.kr,남,02-942-0732,일반고,N,일반계, ,후기,주간,19680311,19680311,20230615
B10,서울특별시교육청,7011487,고명외식고등학교,Komyung Food Service High School,고등학교,서울특별시,서울특별시교육청,사립,02828 ,서울특별시 성북구 북악산로 870,(돈암동),02-928-8366,http://komyung.sen.hs.kr,남여공학,02-924-6059,특성화고,N,전문계, ,전기,주간,19560221,19500520,20240324
B10,서울특별시교육청,7010063,고척고등학교,Gocheok High School,고등학교,서울특별시,서울특별시교육청,공립,08239 ,서울특별시 구로구 중앙로15길 162,/ 고척고등학교 (고척동/ 고척고등학교),02-2616-9813,http://gocheok.sen.hs.kr,남여공학,02-2615-7802,자율고,N,일반계, ,후기,주간,19841215,19841217,20230615
B10,서울특별시교육청,7010064,공항고등학교,Konghang High School,고등학교,서울특별시,서울특별시교육청,공립,07597 ,서울특별시 강서구 방화대로34길 43,(마곡동/ 공항고등학교),02-2664-6874,http://www.konghang.hs.kr,남여공학,02-6309-3919,일반고,N,일반계, ,후기,주간,19821130,19830412,20230615
B10,서울특별시교육청,7010065,관악고등학교,kwanak high school,고등학교,서울특별시,서울특별시교육청,공립,07278 ,서울특별시 영등포구 영등포로6길 26,(양평동2가),02-2633-5954,http://kwan-ak.hs.kr,남여공학,02-2632-9358,일반고,N,일반계, ,후기,주간,19550427,19730427,20230615
B10,서울특별시교육청,7010066,광남고등학교,Gwangnam High School,고등학교,서울특별시,서울특별시교육청,공립,04973 ,서울특별시 광진구 아차산로70길 17-16,/ 광남고등학교 (광장동/ 광남고등학교),02-2204-8705,http://www.gwang-nam.hs.kr,남여공학,02-458-7043,일반고,N,일반계, ,후기,주간,19860125,19860513,20230615
B10,서울특별시교육청,7010131,광문고등학교,Gwangmun High School,고등학교,서울특별시,서울특별시교육청,사립,05225 ,서울특별시 강동구 동남로 968,/ 광문고등학교 (고덕동),02-427-2870,http://gwangmun.sen.hs.kr,남여공학,02-427-4357,일반고,N,일반계, ,후기,주간,19851105,19851105,20230615
B10,서울특별시교육청,7010132,광성고등학교,Kwangsung High School,고등학교,서울특별시,서울특별시교육청,사립,04097 ,서울특별시 마포구 신수로8길 20,(신수동),02-703-3457,http://kwangsung.sen.hs.kr,남,02-711-7397,일반고,N,일반계, ,후기,주간,18940406,18940406,20230615
B10,서울특별시교육청,7010133,광신고등학교,Kwangshin High School,고등학교,서울특별시,서울특별시교육청,사립,08847 ,서울특별시 관악구 광신길 141,(신림동/광신중고등학교),02-881-8532,http://www.kwangshin.hs.kr,남여공학,02-881-8566,일반고,N,일반계, ,후기,주간,19870120,19870102,20230615
B10,서울특별시교육청,7011488,광신방송예술고등학교,KWANGSHIN BROADCASTING ARTS HIGH SCHOOL,고등학교,서울특별시,서울특별시교육청,사립,08847 ,서울특별시 관악구 광신길 141,(신림동/ 광신방송예술고등학교),02-881-8612,http://ksmedia.sen.hs.kr,남여공학,02-881-8637,특성화고,N,전문계, ,전기,주간,19051010,19051010,20230629
B10,서울특별시교육청,7010067,광양고등학교,Gwangyang High School,고등학교,서울특별시,서울특별시교육청,공립,05104 ,서울특별시 광진구 자양로3가길 31,(자양동),02-446-1435,http://www.gwangyang.hs.kr,남여공학,02-458-9715,자율고,N,일반계, ,후기,주간,19861215,19880420,20230615
B10,서울특별시교육청,7010134,광영고등학교,Kwangyoung High School,고등학교,서울특별시,서울특별시교육청,사립,07909 ,서울특별시 양천구 남부순환로30길 17,(신월동/광영고등학교),02-2650-2300,http://www.ky.hs.kr,남,02-2697-1002,일반고,N,일반계, ,후기,주간,19850201,19850201,20230615
B10,서울특별시교육청,7010135,광영여자고등학교,Kwang-young Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,07909 ,서울특별시 양천구 남부순환로30길 17,/ 광영여자고등학교 (신월동),02-2697-5553,http://www.kyg.hs.kr,여,02-2697-5552,일반고,N,일반계, ,후기,주간,19841217,19850306,20230615
B10,서울특별시교육청,7011505,광운인공지능고등학교,Kwangwoon Artificial Intelligence High School,고등학교,서울특별시,서울특별시교육청,사립,01890 ,서울특별시 노원구 광운로1길 24,(월계동/광운중학교/전자공업고등학교),02-918-7761,http://kwangwoon.sen.hs.kr,남여공학,02-917-5091,특성화고,N,전문계, ,전기,주간,19340520,19340520,20231001
B10,서울특별시교육청,7010068,구로고등학교,Guro High School,고등학교,서울특별시,서울특별시교육청,공립,08299 ,서울특별시 구로구 가마산로27길 45,/ 구로고등학교 (구로동),02-851-2065,http://guro.hs.kr,남여공학,02-851-9826,일반고,N,일반계, ,후기,주간,19811231,19820424,20230615
B10,서울특별시교육청,7011111,구암고등학교,Guahm High School,고등학교,서울특별시,서울특별시교육청,공립,08723 ,서울특별시 관악구 성현로 57,(봉천동/구암고등학교),02-879-9823,http://www.guahm.hs.kr,남여공학,02-879-1981,일반고,N,일반계, ,후기,주간,20120301,20120501,20230615
B10,서울특별시교육청,7010069,구일고등학교,Guil High School,고등학교,서울특별시,서울특별시교육청,공립,08324 ,서울특별시 구로구 구일로 90-51,(구로동),02-858-2549,http://www.guil.hs.kr,남여공학,02-867-2826,일반고,N,일반계, ,후기,주간,19900120,19900120,20230615
B10,서울특별시교육청,7010827,구현고등학교,Guhyun High School,고등학교,서울특별시,서울특별시교육청,공립,08217 ,서울특별시 구로구 경인로53가길 17,(구로동),02-2628-8916,http://www.guhyun.hs.kr,남여공학,02-2628-8915,자율고,N,일반계, ,후기,주간,20080301,20080301,20230615
B10,서울특별시교육청,1371661,국립국악고등학교,Gugak National High School,고등학교,서울특별시,교육부,국립,06311 ,서울특별시 강남구 개포로22길 65,(개포동/ 국악고등학교),02-3460-0500,http://gugak.sen.hs.kr,남여공학,02-3460-0555,특목고,N,일반계,예술계열,전기,주간,19550401,19720909,20230615
B10,서울특별시교육청,1371663,국립전통예술고등학교,NATIONAL HIGH SCHOOL OF TRADITIONAL KOREAN ARTS,고등학교,서울특별시,교육부,국립,08650 ,서울특별시 금천구 시흥대로38길 62,(시흥동),02-896-1094,http://kugak-am.hs.kr,남여공학,02-896-1096,특목고,N,일반계,예술계열,전기,주간,19600513,19600513,20230615
B10,서울특별시교육청,7010071,금옥여자고등학교,Geumok Girls High School,고등학교,서울특별시,서울특별시교육청,공립,08080 ,서울특별시 양천구 신정로 213,(신정동),02-2086-7502,http://www.geumok.hs.kr,여,02-2086-7575,일반고,N,일반계, ,후기,주간,19810115,19810503,20230615
B10,서울특별시교육청,7010072,금천고등학교,Geumcheon High School,고등학교,서울특별시,서울특별시교육청,공립,08650 ,서울특별시 금천구 시흥대로38길 26,(시흥동/금천고등학교),02-896-3181,http://Geumcheon.sen.hs.kr,남여공학,02-808-3186,일반고,N,일반계, ,후기,주간,19831208,19850506,20230615
B10,서울특별시교육청,7011319,금호고등학교,GeumhoHighSchool,고등학교,서울특별시,서울특별시교육청,공립,04727 ,서울특별시 성동구 금호로 118,(금호동1가),02-2022-0800,http://geumho.sen.hs.kr,남여공학,02-2022-0840,일반고,N,일반계, ,전기,주간,20170301,20170522,20230615
B10,서울특별시교육청,7010136,남강고등학교,Namkang High School,고등학교,서울특별시,서울특별시교육청,사립,08854 ,서울특별시 관악구 난곡로34길 80,(신림동),02-839-1701,http://www.namkang.hs.kr,남,02-839-1707,일반고,N,일반계, ,후기,주간,19721229,19730302,20230615
B10,서울특별시교육청,7010564,노원고등학교,Nowon High School,고등학교,서울특별시,서울특별시교육청,공립,01675 ,서울특별시 노원구 노원로 586,(상계동),02-937-0079,http://nowon.sen.hs.kr,남여공학,02-951-4607,일반고,N,일반계, ,후기,주간,19881223,19890427,20230615
B10,서울특별시교육청,7010589,누원고등학교,Noowon High School,고등학교,서울특별시,서울특별시교육청,공립,01318 ,서울특별시 도봉구 마들로 849,/ 누원고등학교 (도봉동),02-3492-7595,http://www.noowon.hs.kr,남여공학,02-3492-7598,일반고,N,일반계, ,후기,주간,20030106,20030506,20230615
B10,서울특별시교육청,7011489,단국대학교부속소프트웨어고등학교,Dankook University Software High School,고등학교,서울특별시,서울특별시교육청,사립,06278 ,서울특별시 강남구 도곡로64길 21,(대치동 1013),02-2116-0115,http://dankook.sen.hs.kr,남,02-2116-0176,특성화고,N,전문계, ,전기,주간,19410525,19501103,20230615
B10,서울특별시교육청,7010137,단국대학교사범대학부속고등학교,DanKook University High School,고등학교,서울특별시,서울특별시교육청,사립,06278 ,서울특별시 강남구 도곡로64길 21,(대치동),02-2191-2600,http://www.dan-kook.hs.kr,남,02-557-6837,일반고,N,일반계, ,후기,주간,19831226,19831226,20230628
B10,서울특별시교육청,7010073,당곡고등학교,Dang-gok High School,고등학교,서울특별시,서울특별시교육청,공립,08712 ,서울특별시 관악구 봉천로21길 108,/ 당곡고등학교 (봉천동),02-6717-5200,http://www.danggok.hs.kr,남여공학,02-873-4617,자율고,N,일반계, ,후기,주간,19831226,19840501,20230615
B10,서울특별시교육청,7011507,대경생활과학고등학교,Daekyeong Life Science High School,고등학교,서울특별시,서울특별시교육청,사립,04592 ,서울특별시 중구 매봉18길 111,(신당동),02-2235-5155,http://daekyeong.sen.hs.kr,남여공학,02-2237-9142,특성화고,N,전문계, ,전기,주간,19560228,19560416,20230615
B10,서울특별시교육청,7010138,대광고등학교,Daegwang High School,고등학교,서울특별시,서울특별시교육청,사립,02581 ,서울특별시 동대문구 안암로 6,/ 대광고등학교 (신설동),02-940-2202,http://www.dgh.hs.kr,남,02-926-3197,자율고,N,일반계, ,전기,주간,19471125,19471025,20230615
B10,서울특별시교육청,7010833,대동세무고등학교,Daedong Taxation High School,고등학교,서울특별시,서울특별시교육청,사립,03057 ,서울특별시 종로구 계동길 84-10,(계동),02-763-1631,http://daedong.sen.hs.kr,남여공학,02-763-1632,특성화고,N,전문계, ,전기,주간,19250418,19250418,20230615
B10,서울특별시교육청,7010139,대성고등학교,Daesung High School,고등학교,서울특별시,서울특별시교육청,사립,03322 ,서울특별시 은평구 갈현로29길 51-24,/ 대성고등학교 (갈현동),02-6252-1000,http://dae-sung.sen.hs.kr,남,02-386-2536,일반고,N,일반계, ,전기,주간,19690109,19691016,20230615
B10,서울특별시교육청,7010140,대신고등학교,Daeshin High School,고등학교,서울특별시,서울특별시교육청,사립,03029 ,서울특별시 종로구 사직로 9,(행촌동),02-736-0317,http://www.dae-shin.hs.kr/,남,02-736-0324,일반고,N,일반계, ,후기,주간,19380405,19380405,20230615
B10,서울특별시교육청,7010074,대영고등학교,Daeyeong High School,고등학교,서울특별시,서울특별시교육청,공립,07397 ,서울특별시 영등포구 도림로86길 16,(신길동/ 대영고등학교),02-847-2019,http://www.dy.hs.kr,남여공학,02-845-3496,자율고,N,일반계, ,후기,주간,19871215,19871215,20230615
B10,서울특별시교육청,7010141,대원고등학교,Daewon High School,고등학교,서울특별시,서울특별시교육청,사립,04939 ,서울특별시 광진구 용마산로22길 26,/ 대원고등학교 (중곡동),02-2204-1570,http://daewon.sen.hs.kr,남,82-2-2204-1577,일반고,N,일반계, ,후기,주간,19770520,19770520,20230615
B10,서울특별시교육청,7010142,대원여자고등학교,Daewon Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,04939 ,서울특별시 광진구 용마산로22길 26,(중곡동),02-2204-1620,http://www.dwg.hs.kr,여,02-2204-1623,일반고,N,일반계, ,후기,주간,19821013,19830520,20230615
B10,서울특별시교육청,7010143,대원외국어고등학교,Daewon Foreign Language High School,고등학교,서울특별시,서울특별시교육청,사립,04939 ,서울특별시 광진구 용마산로22길 26,(중곡동),02-2204-1530,http://www.dwfl.hs.kr/,남여공학,02-2204-1537,특목고,N,일반계,외국어계열,전기,주간,19831007,19840520,20230615
B10,서울특별시교육청,7010144,대일고등학교,Daeil High School,고등학교,서울특별시,서울특별시교육청,사립,07672 ,서울특별시 강서구 등촌로 105,(등촌동),070-4020-6400,https://daeil.sen.hs.kr/index.do,남,02-2644-1558,일반고,N,일반계, ,후기,주간,19720926,19720926,20230615
B10,서울특별시교육청,7011186,대일관광고등학교,Daeil Tourism High School,고등학교,서울특별시,서울특별시교육청,사립,08051 ,서울특별시 양천구 신정이펜1로 11,/ 대일관광고등학교 (신정동/ 대일관광고등학교),070-4377-8871,http://daeil-tour.sen.hs.kr,여,02-2603-7361,특성화고,N,전문계, ,전기,주간,19800926,19800926,20230615
B10,서울특별시교육청,7010145,대일외국어고등학교,Daeil Foreign Language High School,고등학교,서울특별시,서울특별시교육청,사립,02713 ,서울특별시 성북구 서경로 116,(정릉동/대일외국어고등학교),02-940-1000,www.daeil.or.kr,남여공학,02-940-0605,특목고,N,일반계,외국어계열,전기,주간,19840304,19840924,20230615
B10,서울특별시교육청,7010146,대진고등학교,Daejin High School,고등학교,서울특별시,서울특별시교육청,사립,01807 ,서울특별시 노원구 공릉로62가길 47,/ 대진고등학교 (하계동),02-976-0067,http://www.dae-jin.hs.kr,남,02-971-6085,일반고,N,일반계, ,후기,주간,19840613,19851024,20230615
B10,서울특별시교육청,7010740,대진디자인고등학교,Daejin Design High School,고등학교,서울특별시,서울특별시교육청,사립,06352 ,서울특별시 강남구 광평로39길 93,(수서동/대진디자인고등학교),02-2226-8418,http://www.daejindesign.hs.kr,남여공학,02-2226-4863,특성화고,N,전문계, ,전기,주간,19940325,19950302,20230615
B10,서울특별시교육청,7010147,대진여자고등학교,Daejin Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,01785 ,서울특별시 노원구 공릉로 438,/ 대진여자고등학교 (중계동),02-979-2327,http://www.daejinw.hs.kr,여,02-948-3951,일반고,N,일반계, ,후기,주간,19880212,19880212,20230615
B10,서울특별시교육청,7010148,덕성여자고등학교,Duksung Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,03061 ,서울특별시 종로구 율곡로3길 50,/ 덕성여자고등학교 (안국동),02-734-6871,http://duksung.sen.hs.kr,여,02-732-5569,일반고,N,일반계, ,후기,주간,19200419,19451010,20230615
B10,서울특별시교육청,7010808,덕수고등학교,Duksoo High School,고등학교,서울특별시,서울특별시교육청,공립,05846 ,서울특별시 송파구 위례북로 10,"(거여동, 덕수고등학교)",02-6952-2801,https://duksoo.sen.hs.kr/,남여공학,02-449-9069,일반고,N,일반계, ,전기,주간,19100413,19100413,20240225
B10,서울특별시교육청,7010149,덕원여자고등학교,Deokwon Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,07640 ,서울특별시 강서구 강서로45길 91-44,(내발산동/덕원여자고등학교),02-2660-7800,http://deokwon.sen.hs.kr,여,02-2660-7812,일반고,N,일반계, ,후기,주간,19780429,19780429,20230623
B10,서울특별시교육청,7010150,덕원예술고등학교,Deokwon Arts High School,고등학교,서울특별시,서울특별시교육청,사립,07640 ,서울특별시 강서구 강서로45길 91-44,/ 덕원예술고등학교 (내발산동),02-2660-7911,http://www.dwarts.hs.kr,남여공학,02-2660-7914,특목고,N,일반계,예술계열,전기,주간,19911107,19920429,20230615
B10,서울특별시교육청,7010317,덕일전자공업고등학교,Deogil Electronic Technical High School,고등학교,서울특별시,서울특별시교육청,사립,08357 ,서울특별시 구로구 서해안로21길 5-12,(오류동),02-2613-2762,http://di.sen.hs.kr,남여공학,02-2681-0528,특성화고,N,전문계, ,전기,주간,19941005,19941005,20230615
B10,서울특별시교육청,7011318,도선고등학교,DOSUN HIGH SCHOOL,고등학교,서울특별시,서울특별시교육청,공립,04701 ,서울특별시 성동구 마장로 156,(하왕십리동),02-2292-8175,http://dosun.sen.hs.kr,남여공학,02-2292-7556,일반고,N,일반계, ,전기,주간,20170301,20170524,20230615
B10,서울특별시교육청,7010560,독산고등학교,Doksan High School,고등학교,서울특별시,서울특별시교육청,공립,08551 ,서울특별시 금천구 문성로 64,/ 독산고등학교 (독산동),02-857-6248,http://doksan.sen.hs.kr,남여공학,02-857-6247,일반고,N,일반계, ,후기,주간,20011231,20020504,20230615
B10,서울특별시교육청,7010151,동국대학교사범대학부속고등학교,High School Attached to College of Education Dongguk University,고등학교,서울특별시,서울특별시교육청,사립,02520 ,서울특별시 동대문구 장안벚꽃로 201,(장안동/동국대학교사범대학부속고등학교),02-6913-1511,http://ddbk.sen.hs.kr,남,02-6913-1588,일반고,N,일반계, ,후기,주간,19470624,19470624,20230615
B10,서울특별시교육청,7010746,동국대학교사범대학부속여자고등학교,Girls High School Attached To College Of Education/ Dongguk University,고등학교,서울특별시,서울특별시교육청,사립,05038 ,서울특별시 광진구 광나루로36길 47,/ 동국대부속여고 (구의동),02-2049-1577,http://donggukgirls.hs.kr,여,02-2049-1588,일반고,N,일반계, ,후기,주간,19300620,19300620,20230615
B10,서울특별시교육청,7010152,동덕여자고등학교,Dongduk Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,06700 ,서울특별시 서초구 효령로2길 123-5,/ 동덕여자고등학교 (방배동),02-586-5418,http://dongduk.sen.hs.kr,여,02-582-7306,일반고,N,일반계, ,후기,주간,19100428,19100428,20230615
B10,서울특별시교육청,7011490,동명생활경영고등학교,Dongmyung Career and Business High School,고등학교,서울특별시,서울특별시교육청,사립,03390 ,서울특별시 은평구 통일로 793,(대조동),02-383-2628,http://dmgcab.sen.hs.kr/,여,02-389-5011,특성화고,N,전문계, ,전기,주간,19210603,19210603,20230615
B10,서울특별시교육청,7010153,동명여자고등학교,Dongmyung Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,03390 ,서울특별시 은평구 통일로 793,(대조동/동명여자고등학교),02-385-0652,http://dongmyung.sen.hs.kr,여,02-356-4706,일반고,N,일반계, ,후기,주간,19210603,19210603,20230615
B10,서울특별시교육청,7010154,동북고등학교,Dongbuk High School,고등학교,서울특별시,서울특별시교육청,사립,05412 ,서울특별시 강동구 강동대로 305,(둔촌동),02-477-2280,http://dongbuk.hs.kr,남,02-488-8093,일반고,N,일반계, ,후기,주간,19530604,19530604,20230615
B10,서울특별시교육청,7010155,동성고등학교,Dongsung High School,고등학교,서울특별시,서울특별시교육청,사립,03083 ,서울특별시 종로구 대학로 156,(혜화동/동성중고교),02-3671-9100,http://www.dongsung.hs.kr,남,02-765-8239,자율고,N,일반계, ,전기,주간,19070910,19381208,20230615
B10,서울특별시교육청,7010965,동양고등학교,Dongyang High School,고등학교,서울특별시,서울특별시교육청,사립,07529 ,서울특별시 강서구 허준로 50,(가양동/동양고등학교),02-2657-0800,http://www.dongyang.hs.kr,남,02-3664-9463,일반고,N,일반계, ,후기,주간,19530519,19530519,20230615
B10,서울특별시교육청,7010156,동일여자고등학교,Dong-il Girls’ High School,고등학교,서울특별시,서울특별시교육청,사립,08656 ,서울특별시 금천구 탑골로10길 45,(시흥동/ 동일여자고등학교),02-803-9806,http://www.dongilg.hs.kr,여,02-894-5554,일반고,N,일반계, ,후기,주간,19721219,19680910,20230615
B10,서울특별시교육청,7010075,동작고등학교,Dongjak High School,고등학교,서울특별시,서울특별시교육청,공립,07031 ,서울특별시 동작구 솔밭로 51,(사당동/동작고등학교(복합정보센타)),02-588-4196,http://dongjak.sen.hs.kr,남여공학,02-523-3410,일반고,N,일반계, ,후기,주간,19911023,19910501,20230615
B10,서울특별시교육청,7010076,둔촌고등학교,Doonchon High School,고등학교,서울특별시,서울특별시교육청,공립,05367 ,서울특별시 강동구 명일로 140,(둔촌동/둔촌고등학교),02-485-9873,https://doonchon.sen.hs.kr/,남여공학,02-485-9874,일반고,N,일반계, ,후기,주간,19970115,19970412,20230615
