시도교육청코드,시도교육청명,행정표준코드,학교명,영문학교명,학교종류명,시도명,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명,산업체특별학급존재여부,고등학교일반전문구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자,개교기념일,수정일자
B10,서울특별시교육청,7081418,서울가곡초등학교,Seoul Gagok Elementary School,초등학교,서울특별시,서울특별시강서양천교육지원청,공립,07633 ,서울특별시 강서구 공항대로36길 74,(내발산동/가곡초등학교),02-2661-5995,http://gagok.sen.es.kr,남여공학,02-2663-5284, ,N,일반계, ,전기,주간,19920715,19930413,20230615
B10,서울특별시교육청,7130101,서울가동초등학교,Seoul Gadong Elementary School,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05820 ,서울특별시 송파구 중대로20길 47,(가락동),02-448-5766,http://gadong.es.kr,남여공학,02-448-4459, ,N,일반계, ,전기,주간,19900425,19900425,20230615
B10,서울특별시교육청,7130102,서울가락초등학교,Seoul Garak Elementary School,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05698 ,서울특별시 송파구 송파대로37길 45,(가락동/ 가락초등학교),02-3402-1161,https://garak.sen.es.kr/,남여공학,02-3402-1145, ,N,일반계, ,전기,주간,19810909,19810909,20230615
B10,서울특별시교육청,7041100,서울가산초등학교,Seoul Gasan Elementary School,초등학교,서울특별시,서울특별시남부교육지원청,공립,08530 ,서울특별시 금천구 남부순환로 1304-11,/ 서울가산초등학교 (독산동),02-864-3206,www.gasan.es.kr,남여공학,02-859-5556, ,N,일반계, ,전기,주간,19830625,19840614,20230615
B10,서울특별시교육청,7081419,서울가양초등학교,Seoul Gayang Elementary School,초등학교,서울특별시,서울특별시강서양천교육지원청,공립,07533 ,서울 강서구 허준로 186,/ (가양동/가양초등학교),02-2668-2101,http://www.kayang.es.kr,남여공학,02-2668-2105, ,N,일반계, ,전기,주간,19920715,19920715,20230615
B10,서울특별시교육청,7130103,서울가원초등학교,Seoul Gawon Elementary School,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05834 ,서울특별시 송파구 중대로4길 8,(문정동/ 가원초등학교),02-405-4555,http://www.gawon.es.kr,남여공학,02-448-0188, ,N,일반계, ,전기,주간,19881208,19890420,20230615
B10,서울특별시교육청,7051111,서울가인초등학교,Seoul Gain Elementary School,초등학교,서울특별시,서울특별시북부교육지원청,공립,01397 ,서울특별시 도봉구 도봉로136다길 4,(창동/가인초등학교),02-997-5826,http://www.seoulgain.es.kr,남여공학,02-997-5829, ,N,해당없음, ,전기,주간,20031230,20040514,20230615
B10,서울특별시교육청,7031278,서울가재울초등학교,Seoul Gajaeul Elementary School,초등학교,서울특별시,서울특별시서부교육지원청,공립,03711 ,서울특별시 서대문구 모래내로15길 61,(남가좌동),02-300-8600,http://www.gajaeul.es.kr,남여공학,02-300-8699, ,N,해당없음, ,후기,주간,20160301,20160501,20230615
B10,서울특별시교육청,7130104,서울가주초등학교,Seoul Gaju Elementary School,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05823 ,서울특별시 송파구 오금로40길 37,/ 서울가주초등학교 (가락동/ 가주초등학교),02-3401-0443,http://www.gaju.es.kr,남여공학,02-402-7623, ,N,일반계, ,전기,주간,19960810,19961108,20230615
B10,서울특별시교육청,7081420,서울갈산초등학교,Seoul Galsan Elementary School,초등학교,서울특별시,서울특별시강서양천교육지원청,공립,08100 ,서울특별시 양천구 목동로 31,/ 서울갈산초등학교 (신정동),02-2649-7232,http://www.galsan1.es.kr,남여공학,02-2651-9881, ,N,일반계, ,전기,주간,19870909,19871126,20230615
B10,서울특별시교육청,7031112,서울갈현초등학교,Seoul Galhyun Elementary School,초등학교,서울특별시,서울특별시서부교육지원청,공립,03331 ,서울특별시 은평구 연서로29길 31,/ 갈현초등학교 (갈현동),02-355-0835,http://galhyun.sen.es.kr,남여공학,02-352-2802, ,N,일반계, ,전기,주간,19661202,19670313,20230615
B10,서울특별시교육청,7132080,서울강남초등학교,Seoul Gangnam Elementary School,초등학교,서울특별시,서울특별시동작관악교육지원청,공립,06912 ,서울특별시 동작구 강남초등길 15,(상도1동),02-824-4471,http://gangnam.sen.es.kr,남여공학,02-817-7944, ,N,일반계, ,전기,주간,19451102,19451102,20230615
B10,서울특별시교육청,7130105,서울강덕초등학교,Seoul Gangdeok Elementary School,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05225 ,서울특별시 강동구 동남로82길 94-54,(고덕동/ 서울강덕초등학교),02-426-0871,http://gangdeok.sen.es.kr,남여공학,02-426-0873, ,N,일반계, ,전기,주간,19861217,20190902,20230615
B10,서울특별시교육청,7130106,서울강동초등학교,Seoul Gangdong Elementary School,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05322 ,서울특별시 강동구 상암로14길 77,(천호동/서울강동초등학교),02-489-3215,http://www.gangdong.es.kr,남여공학,02-489-3217, ,N,일반계, ,전기,주간,19760818,19770504,20230615
B10,서울특별시교육청,7130107,서울강명초등학교,SEOUL GANGMYEONG  ELEMENTARY SCHOOL,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05285 ,서울특별시 강동구 상일로 74-1,(상일동),02-426-0678,http://gme.es.kr,남여공학,02-426-0679, ,N,해당없음, ,전기,주간,20110301,20110504,20230615
B10,서울특별시교육청,7130266,서울강빛초등학교,Gangbit Elementary School,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05201 ,서울특별시 강동구 아리수로93다길 1,"(강일동, 강빛초중통합학교)",02-6951-3963,http://gbe.sen.es.kr,남여공학,02-6951-3966, ,N, , ,전후기,주야간,20210301,20210301,20230615
B10,서울특별시교육청,7081421,서울강서초등학교,Seoul Kangseo Elementary School,초등학교,서울특별시,서울특별시강서양천교육지원청,공립,07930 ,서울특별시 양천구 오목로 31,(신월동/ 서울강서초등학교),02-2091-6600,http://kangseo.sen.es.kr,남여공학,02-2696-2358, ,N,일반계, ,전기,주간,19801018,19801018,20230615
B10,서울특별시교육청,7130251,서울강솔초등학교,Seoul Gangsol Elementary School,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05214 ,서울특별시 강동구 고덕로97길 80,/ 서울강솔초등학교 (강일동),02-2147-5700,http://gangsol.sen.es.kr,남여공학,02-2147-5705, ,N, , ,전기,주간,20170301,20170504,20230615
B10,서울특별시교육청,7081422,서울강신초등학교,Seoul Gangshin Elementary,초등학교,서울특별시,서울특별시강서양천교육지원청,공립,07901 ,서울특별시 양천구 월정로 280,/ 서울강신초등학교 (신월동/서울강신초등학교),02-2697-3035,http://kangsin.sen.es.kr,남여공학,02-2696-4985, ,N,일반계, ,전기,주간,19850419,19850419,20230615
B10,서울특별시교육청,7081423,서울강월초등학교,Seoul Gangwol Elementary School,초등학교,서울특별시,서울특별시강서양천교육지원청,공립,08042 ,서울특별시 양천구 신월로 97,(신월동/서울강월초등학교),02-2605-0501,http://gangwol.sen.es.kr,남여공학,02-2605-4550, ,N,일반계, ,전기,주간,19880209,19880506,20230615
B10,서울특별시교육청,7130108,서울강일초등학교,Seoul Gangil Elementary School,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05213 ,서울특별시 강동구 아리수로98길 24,/ 서울강일초등학교 (강일동),02-3426-6472,http://gangil.es.kr,남여공학,02-3426-6451, ,N,일반계, ,전기,주간,19930720,20090901,20230615
B10,서울특별시교육청,7130109,서울개롱초등학교,Seoul Gaerong Elementary School,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05742 ,서울특별시 송파구 문정로 211,/ 서울개롱초등학교 (오금동),02-3401-4467,http://www.gaerong.es.kr,남여공학,02-3401-4473, ,N,해당없음, ,전기,주간,20071101,20080501,20230615
B10,서울특별시교육청,7041101,서울개명초등학교,Seoul Kaemyeong Elementary School,초등학교,서울특별시,서울특별시남부교육지원청,공립,08355 ,서울특별시 구로구 개봉로1다길 16-9,(개봉동/개명초등학교),02-2684-5117,http://kaemyong.sen.es.kr,남여공학,02-2617-6713, ,N,일반계, ,전기,주간,19831203,19840504,20230615
B10,서울특별시교육청,7041102,서울개봉초등학교,Seoul Gaebong Elementary School,초등학교,서울특별시,서울특별시남부교육지원청,공립,08333 ,서울특별시 구로구 개봉로16길 30-11,(개봉동),02-2612-6058,seoulgaebong.es.kr,남여공학,02-2616-8387, ,N,일반계, ,전기,주간,19710901,19711204,20230615
B10,서울특별시교육청,7121298,서울개운초등학교,Seoul Gaewoon Elementary School,초등학교,서울특별시,서울특별시성북강북교육지원청,공립,02806 ,서울특별시 성북구 정릉로48길 52,(돈암동/서울개운초등학교),02-925-8838, http://gaewoon.sen.es.kr/,남여공학,02-925-8868, ,N,일반계, ,전기,주간,20020710,20020710,20230615
B10,서울특별시교육청,7041103,서울개웅초등학교,Seoul Gaewoong Elementary School,초등학교,서울특별시,서울특별시남부교육지원청,공립,08349 ,서울특별시 구로구 개봉로11길 98,(개봉동/개웅초등학교),02-2683-1291,http://www.gaewoong.es.kr,남여공학,02-2683-1726, ,N,일반계, ,전기,주간,19980731,19980731,20230615
B10,서울특별시교육청,7091369,서울개원초등학교,Seoul Gaewon Elementary School,초등학교,서울특별시,서울특별시강남서초교육지원청,공립,06321 ,서울특별시 강남구 선릉로 29,(개포동/개원초등학교),02-574-3587,http://www.gaewon.es.kr,남여공학,02-571-1590, ,N,일반계, ,전기,주간,19820920,19820920,20230615
B10,서울특별시교육청,7091370,서울개일초등학교,Seoul Gaeil Elementary School,초등학교,서울특별시,서울특별시강남서초교육지원청,공립,06323 ,서울특별시 강남구 개포로 401,/ 개일초등학교 (개포동/개일초등학교),02-571-8320,http://www.gaeil.es.kr,남여공학,02-571-8325, ,N,일반계, ,전기,주간,19871117,19871117,20230615
B10,서울특별시교육청,7091371,서울개포초등학교,Seoul Gaepo Elementary School,초등학교,서울특별시,서울특별시강남서초교육지원청,공립,06331 ,서울특별시 강남구 삼성로4길 30,(개포동/ 개포초등학교),02-6952-4092,https://gaepo.sen.es.kr/,남여공학,02-6952-4903, ,N,일반계, ,전기,주간,19830510,19830510,20230615
B10,서울특별시교육청,7091496,서울개현초등학교,Seoul Gaehyeon Elementary School,초등학교,서울특별시,서울특별시강남서초교육지원청,공립,06321 ,서울특별시 강남구 선릉로 15,(개포동),02-2138-1937,http://,남여공학,02-2138-1938, ,N, , ,전기,주간,20240301,20240304,20240303
B10,서울특별시교육청,7081424,서울개화초등학교,Seoul Gaehwa Elementary School,초등학교,서울특별시,서울특별시강서양천교육지원청,공립,07507 ,서울특별시 강서구 양천로 11,(방화동/개화초등학교),02-2662-0492,http://www.gaehwa.es.kr,남여공학,02-2666-2049, ,N,일반계, ,전기,주간,19560510,19560710,20230615
B10,서울특별시교육청,7130110,서울거여초등학교,Seoul Geoyeo Elementary School,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05731 ,서울특별시 송파구 마천로25길 18,(오금동/ 거여초등학교),02-2160-5400,http://www.geo-yeo.es.kr,남여공학,02-400-9478, ,N,일반계, ,전기,주간,19670915,19671123,20230615
B10,서울특별시교육청,7130111,서울거원초등학교,Seoul Guhwon Elementary School,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05789 ,서울특별시 송파구 양산로2길 26,(거여동/거원초등학교),02-6919-3700,http://www.guhwon.es.kr,남여공학,02-6919-3799, ,N,일반계, ,전기,주간,19970901,19971107,20230615
B10,서울특별시교육청,7134078,서울경동초등학교,Seoul Kyungdong Elementary School,초등학교,서울특별시,서울특별시성동광진교육지원청,공립,04781 ,서울특별시 성동구 성수일로 34,(성수동1가/경동초등학교),02-6902-2700,http://kyungdong.sen.es.kr,남여공학,02-6902-2799, ,N,일반계, ,전기,주간,19131001,19131001,20230615
B10,서울특별시교육청,7134079,서울경수초등학교,Seoul Gyeongsu Elementary School,초등학교,서울특별시,서울특별시성동광진교육지원청,공립,04785 ,서울특별시 성동구 뚝섬로13길 22,(성수동2가/경수초등학교),02-498-5123,http://www.kyeongsu.es.kr,남여공학,02-498-5127, ,N,일반계, ,전기,주간,19820429,19820429,20230615
B10,서울특별시교육청,7081425,서울경인초등학교,Seoul Kyongin Elementary School,초등학교,서울특별시,서울특별시강서양천교육지원청,공립,07985 ,서울특별시 양천구 안양천로 1009,(목동/서울경인초등학교),02-2647-2568,http://kyongin.sen.es.kr,남여공학,02-2642-8430, ,N,일반계, ,전기,주간,19861127,19861127,20230615
B10,서울특별시교육청,7134080,서울경일초등학교,Seoul Gyeongil Elementary School,초등학교,서울특별시,서울특별시성동광진교육지원청,공립,04774 ,서울특별시 성동구 뚝섬로 332,(성수동1가),02-2086-6200,https://kyongil.sen.es.kr,남여공학,02-2086-6299, ,N,일반계, ,전기,주간,19841031,19841031,20230615
B10,서울특별시교육청,7081426,서울계남초등학교,Seoul Gyenam Elementary School,초등학교,서울특별시,서울특별시강서양천교육지원청,공립,08099 ,서울특별시 양천구 목동동로2길 54,/ 서울계남초등학교 (신정동/서울계남초등학교),02-2645-8754,http://gyenam.sen.es.kr,남여공학,02-2643-2238, ,N,일반계, ,전기,주간,19790506,19790506,20230615
B10,서울특별시교육청,7051112,서울계상초등학교,Seoul Kyesang Elementary School,초등학교,서울특별시,서울특별시북부교육지원청,공립,01680 ,서울특별시 노원구 한글비석로41가길 24,(상계동),02-939-0872,http://www.kyesang.or.kr/,남여공학,02-938-7803, ,N,일반계, ,전기,주간,19830701,19831116,20230615
B10,서울특별시교육청,7130112,서울고덕초등학교,Seoul Goduk Elementary School,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05221 ,서울특별시 강동구 아리수로82길 42,/ 고덕초등학교 (고덕동),02-427-0525,www.goduk.es.kr,남여공학,02-427-0185, ,N,일반계, ,전기,주간,19831203,19840511,20230615
B10,서울특별시교육청,7130113,서울고명초등학교,Seoul Gomyeong Elementary School,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05267 ,서울특별시 강동구 고덕로46길 53,/ 서울고명초등학교 (명일동),02-3428-5112,http://www.gomyung.es.kr,남여공학,02-3428-5117, ,N,일반계, ,전기,주간,19801129,19801129,20230615
B10,서울특별시교육청,7041104,서울고산초등학교,Seoul Kohsan Elementary School,초등학교,서울특별시,서울특별시남부교육지원청,공립,08223 ,서울특별시 구로구 중앙로 6,(고척동/ 고산초등학교),02-2617-0591,http://www.kohsan.es.kr,남여공학,02-2617-0581, ,N,일반계, ,전기,주간,19910902,19911029,20230615
B10,서울특별시교육청,7041105,서울고원초등학교,Seoul Gowon Elementary School,초등학교,서울특별시,서울특별시남부교육지원청,공립,08275 ,서울특별시 구로구 경인로46길 13,(고척동/ 서울고원초등학교),02-2066-0960,http://gowon.sen.es.kr,남여공학,02-2066-2544, ,N,해당없음, ,전기,주간,20040301,20040501,20230615
B10,서울특별시교육청,7031113,서울고은초등학교,Seoul Goeun Elementary School,초등학교,서울특별시,서울특별시서부교육지원청,공립,03645 ,서울특별시 서대문구 모래내로 441,(홍제동/ 서울고은초등학교),02-396-2652,http://goeun.sen.es.kr,남여공학,02-396-2624, ,N,일반계, ,전기,주간,19711203,19711203,20230615
B10,서울특별시교육청,7130114,서울고일초등학교,Seoul Goil Elementary School,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05275 ,서울특별시 강동구 구천면로93길 20,/ 서울고일초등학교 (상일동),02-428-9088,http://goil.es.kr,남여공학,02-428-9085, ,N,일반계, ,전기,주간,19831203,19840506,20240428
B10,서울특별시교육청,7041106,서울고척초등학교,Seoul Gocheok Elementary School,초등학교,서울특별시,서울특별시남부교육지원청,공립,08232 ,서울특별시 구로구 경서로 31,(고척동),02-2618-6212,http://gocheok.es.kr,남여공학,02-2616-8059, ,N,일반계, ,전기,주간,19671206,19671206,20230615
B10,서울특별시교육청,7130264,서울고현초등학교,Seoul GoHyeon Elementary School,초등학교,서울특별시,서울특별시강동송파교육지원청,공립,05274 ,서울특별시 강동구 상일로11길 110,/ 서울고현초등학교 ,02-427-9672,http://gohyeon.sen.es.kr,남여공학,02-427-9682, ,N,해당없음, ,전기,주간,20200301,20200301,20230615
B10,서울특별시교육청,7031114,서울공덕초등학교,Seoul Gongduck Elementary School,초등학교,서울특별시,서울특별시서부교육지원청,공립,04214 ,서울특별시 마포구 만리재옛길 13,(공덕동/ 공덕초등학교),02-703-6069,http://kongduck.sen.es.kr,남여공학,02-703-6068, ,N,일반계, ,전기,주간,19440411,19440411,20230615
B10,서울특별시교육청,7051113,서울공릉초등학교,Seoul Gongrung Elementary School,초등학교,서울특별시,서울특별시북부교육지원청,공립,01861 ,서울특별시 노원구 동일로173길 12,(공릉동/서울공릉초등학교),02-949-0212,http://www.gongrung.es.kr,남여공학,02-948-0211, ,N,일반계, ,전기,주간,19790404,19790404,20230615
B10,서울특별시교육청,7051114,서울공연초등학교,Seoul Gongyeon Elementary School,초등학교,서울특별시,서울특별시북부교육지원청,공립,01841 ,서울특별시 노원구 동일로192가길 16,(공릉동/서울공연초등학교),02-3399-2100,http://gongyeon.sen.es.kr,남여공학,02-977-4123, ,N,일반계, ,전기,주간,19820707,19821021,20230615
B10,서울특별시교육청,7081427,서울공진초등학교,Seoul Gongjin Elementary School,초등학교,서울특별시,서울특별시강서양천교육지원청,공립,07810 ,서울특별시 강서구 마곡서로 33,/ 서울공진초등학교 (마곡동 749-2),02-2223-2300,http://kongjin.sen.es.kr,남여공학,02-2223-2310, ,N,일반계, ,전기,주간,19921125,19921105,20230615
B10,서울특별시교육청,7081428,서울공항초등학교,Seoul Konghang Elementary School,초등학교,서울특별시,서울특별시강서양천교육지원청,공립,07798 ,서울특별시 강서구 마곡서1로 68 ,(마곡동),02-2664-1176,http://konghang.sen.es.kr,남여공학,02-2661-3405, ,N,일반계, ,전기,주간,19821110,19830506,20230615
B10,서울특별시교육청,7132081,서울관악초등학교,Seoul Gwanak Elementary School,초등학교,서울특별시,서울특별시동작관악교육지원청,공립,08785 ,서울 관악구 청룡4길 49,/ 관악초등학교 (봉천동/관악초등학교),02-874-3832,http://www.seoul-kwanak.es.kr,남여공학,02-874-3837, ,N,일반계, ,전기,주간,19711204,19711204,20230615
B10,서울특별시교육청,7134081,서울광남초등학교,Seoul Gwangnam Elementary School,초등학교,서울특별시,서울특별시성동광진교육지원청,공립,04973 ,서울특별시 광진구 아차산로70길 35,(광장동),02-455-3763,http://seoulgwangnam.es.kr/,남여공학,02-457-4946, ,N,일반계, ,전기,주간,19900120,19900607,20230615
B10,서울특별시교육청,7134082,서울광장초등학교,Seoul Gwangjang Elementary School,초등학교,서울특별시,서울특별시성동광진교육지원청,공립,04966 ,서울특별시 광진구 광장로1길 27,/ 서울광장초등학교 (광장동),02-2139-1501,http://kwangjang.sen.es.kr,남여공학,02-2139-1605, ,N,일반계, ,전기,주간,19461110,19461110,20230615
B10,서울특별시교육청,7134083,서울광진초등학교,Seoul Gwangjin Elementary School,초등학교,서울특별시,서울특별시성동광진교육지원청,공립,04980 ,서울특별시 광진구 자양로40길 41,/ 서울광진초등학교 (구의동),02-458-4693,http://www.gwangjin.es.kr,남여공학,02-458-6852, ,N,일반계, ,전기,주간,20030901,20030901,20230615
B10,서울특별시교육청,7061057,서울광희초등학교,Seoul Kwanghee Elementary School,초등학교,서울특별시,서울특별시중부교육지원청,공립,04569 ,서울특별시 중구 다산로 269,(신당동/광희초등학교),02-2238-8455,http://www.gwanghee.es.kr,남여공학,02-2236-8349, ,N,일반계, ,전기,주간,18950719,19001101,20230615
B10,서울특별시교육청,7061058,서울교동초등학교,Seoul Kyodong Elementary School,초등학교,서울특별시,서울특별시중부교육지원청,공립,03132 ,서울특별시 종로구 삼일대로 446,(경운동),02-765-2884,http://kyodong.sen.es.kr,남여공학,02-765-9876, ,N,일반계, ,전기,주간,18940918,18940918,20230615
B10,서울특별시교육청,7091367,서울교육대학교부설초등학교,Elementary School Affiliated with Seoul National University of Education,초등학교,서울특별시,교육부,국립,06639 ,서울특별시 서초구 서초중앙로 96,(서초동/서울교대초등학교),02-6009-6000,http://snueps.sen.es.kr/,남여공학,02-6009-6090, ,N,일반계, ,전기,주간,19530131,19530522,20230615
B10,서울특별시교육청,7134084,서울구남초등학교,Seoul Gunam Elementary School,초등학교,서울특별시,서울특별시성동광진교육지원청,공립,05048 ,서울특별시 광진구 구의강변로 69,/ 서울구남초등학교 (구의동),02-453-8921,http://www.gunam.es.kr,남여공학,02-3436-7518, ,N,일반계, ,전기,주간,19980301,19980605,20230615
B10,서울특별시교육청,7041107,서울구로남초등학교,Seoul Guronam Elementary School,초등학교,서울특별시,서울특별시남부교육지원청,공립,08375 ,서울특별시 구로구 디지털로27길 76,(구로동/구로남초등학교),02-859-0501,http://www.guronam.es.kr,남여공학,02-859-0221, ,N,일반계, ,전기,주간,19640311,19640311,20230615
B10,서울특별시교육청,7041108,서울구로초등학교,Seoul Guro Elementary School,초등학교,서울특별시,서울특별시남부교육지원청,공립,08283 ,서울특별시 구로구 구로중앙로27나길 9,/ 구로동443 (구로동),02-861-1941,http://www.guro.es.kr,남여공학,02-861-1944, ,N,일반계, ,전기,주간,19500620,19500620,20230615
B10,서울특별시교육청,7091372,서울구룡초등학교,Seoul Guryong Elementary School,초등학교,서울특별시,서울특별시강남서초교육지원청,공립,06305 ,서울특별시 강남구 개포로 263,(개포동/구룡초등학교),02-573-5017,http://www.kuryong.es.kr,남여공학,02-575-4237, ,N,일반계, ,전기,주간,19831130,19850506,20230615
B10,서울특별시교육청,7031115,서울구산초등학교,Seoul Gusan Elementary School,초등학교,서울특별시,서울특별시서부교육지원청,공립,03426 ,서울특별시 은평구 서오릉로15길 16,(구산동/ 구산초등학교),02-387-7487,http://gusan.sen.es.kr,남여공학,02-356-9686, ,N,일반계, ,전기,주간,19771129,19771129,20230615
B10,서울특별시교육청,7132082,서울구암초등학교,Seoul Guam Elementary School,초등학교,서울특별시,서울특별시동작관악교육지원청,공립,08724 ,서울특별시 관악구 구암길 1,/ 서울구암초등학교 (봉천동),02-871-6041,http://seoulguam.es.kr,남여공학,02-872-0371, ,N,일반계, ,전기,주간,19770211,19770211,20230615
B10,서울특별시교육청,7134085,서울구의초등학교,Seoul Guui Elementary School,초등학교,서울특별시,서울특별시성동광진교육지원청,공립,05022 ,서울특별시 광진구 광나루로30길 49,/ 서울구의초등학교 (화양동),02-444-6490,http://guui.sen.es.kr,남여공학,02-444-5872, ,N,일반계, ,전기,주간,19811226,19820422,20230615
